RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Gender_Encoded,Geography_France,Geography_Germany,Geography_Spain,CardType_Encoded,Age_Tenure_Interaction,Salary_Balance_Ratio,Credit_Age_Interaction,Age_Squared,CreditScore_Squared,Tenure_Squared,Age_Group,CreditScore_Category,Has_Balance,Active_Months,Complain_With_Low_Satisfaction,Tenure_Group,CreditScore_StandardScaled,Age_StandardScaled,Tenure_StandardScaled,Balance_StandardScaled,EstimatedSalary_StandardScaled,Point Earned_StandardScaled,Age_Tenure_Interaction_StandardScaled,Salary_Balance_Ratio_StandardScaled,Credit_Age_Interaction_StandardScaled,Age_Squared_StandardScaled,CreditScore_Squared_StandardScaled,Tenure_Squared_StandardScaled,Active_Months_StandardScaled,CreditScore_MinMaxScaled,Age_MinMaxScaled,Tenure_MinMaxScaled,Balance_MinMaxScaled,EstimatedSalary_MinMaxScaled,Point Earned_MinMaxScaled,Age_Tenure_Interaction_MinMaxScaled,Salary_Balance_Ratio_MinMaxScaled,Credit_Age_Interaction_MinMaxScaled,Age_Squared_MinMaxScaled,CreditScore_Squared_MinMaxScaled,Tenure_Squared_MinMaxScaled,Active_Months_MinMaxScaled
1935,15584930,Grimmett,726,Germany,Male,30,5,111375.32,2,1,0,2704.09,0,0,4,PLATINUM,622,1,False,True,False,2,150,0.024278859276370416,21780,900,527076,25,26-35,Good,1,0,0,Regular,0.7808835790394698,-0.8507256655188732,-0.004425957213915414,0.559176702960842,-1.6934478350314475,0.06854347825026084,-0.35021292536057247,-0.6080397108847191,-0.44935614127549667,-0.7687743025192199,0.7526310997480853,-0.28237788719510093,-0.7877756916800193,0.7519999999999999,0.16216216216216217,0.5,0.4439066076589105,0.013463835796318548,0.5709421112372304,0.17045454545454544,1.2092780030713957e-07,0.21244279365921603,0.07076167076167075,0.6742933333333334,0.25,0.0
1936,15799031,Ayers,523,France,Male,39,3,0.0,2,1,0,6726.53,0,0,1,PLATINUM,907,1,True,False,False,2,117,6726.53,20397,1521,273529,9,36-45,Poor,0,0,0,Regular,-1.319511890292043,0.0074566507928420294,-0.695981771888179,-1.2258476714090278,-1.623501622783941,1.3300880346454775,-0.608159236781403,-0.49380368794611196,-0.6251215414930673,-0.11017906006514748,-1.265694623470964,-0.8144134730549238,-0.7877756916800193,0.346,0.2837837837837838,0.30000000000000004,0.0,0.03357795669486435,0.8944381384790012,0.13295454545454544,0.03363391417997316,0.1895105127014658,0.14705159705159704,0.251715,0.09,0.0
1937,15810457,Miller,728,Germany,Female,33,9,150412.14,2,1,0,170764.08,0,0,2,DIAMOND,499,0,False,True,False,0,297,1.1353002802813634,24024,1089,529984,81,26-35,Good,1,0,0,Loyal,0.8015771304614552,-0.5646648934149681,1.378685672134612,1.184824065391668,1.2289474600764474,-0.4759125934571485,0.7988206436958545,-0.6080208424448788,-0.16416629450165104,-0.5683322722071109,0.7757798303704985,1.5797466633142794,-0.7877756916800193,0.7559999999999999,0.2027027027027027,0.9,0.5994949582916316,0.853844042106021,0.43132803632236094,0.33749999999999997,5.676243787830028e-06,0.24965178749088018,0.09398034398034397,0.6791400000000001,0.81,0.0
1938,15697879,Webb,701,France,Male,30,3,156660.72,2,1,0,45742.42,0,0,3,GOLD,257,1,True,False,False,1,90,0.2919821127969232,21030,900,491401,9,26-35,Good,1,0,0,Regular,0.522214186264653,-0.8507256655188732,-0.695981771888179,1.284970737070816,-0.9450542816264937,-1.547118848361157,-0.8192062188529917,-0.6080351644892683,-0.5446736034325306,-0.7687743025192199,0.4686452108366031,-0.8144134730549238,-0.7877756916800193,0.7020000000000001,0.16216216216216217,0.30000000000000004,0.6243998110946162,0.22867603856168262,0.1566401816118048,0.10227272727272727,1.4594943986445232e-06,0.20000663261922136,0.07076167076167075,0.614835,0.09,0.0
1939,15594902,Lombardi,518,France,Male,38,3,90957.81,1,0,1,162304.59,0,0,4,PLATINUM,846,1,True,False,False,2,114,1.784374597688778,19684,1444,268324,9,36-45,Poor,1,3,0,Regular,-1.3712457688470063,-0.08789693990845966,-0.695981771888179,0.2319430481983634,1.0818453819731924,1.060073234855624,-0.631608901456024,-0.6080098192373343,-0.7157366755170209,-0.19184062797008078,-1.3071283039694719,-0.8144134730549238,0.1422652650080519,0.33599999999999997,0.27027027027027034,0.30000000000000004,0.36252890566046164,0.8115425523137458,0.8251986379114642,0.12954545454545455,8.921737406955947e-06,0.17768786893944422,0.1375921375921376,0.24303999999999998,0.09,0.30000000000000004
1940,15799710,Wei,739,France,Male,37,7,104960.46,1,0,1,80883.82,0,0,5,SILVER,384,1,True,False,False,3,259,0.7706049439479977,27343,1369,546121,49,36-45,Good,1,7,0,Loyal,0.9153916632823745,-0.18325053060976135,0.6871298574603482,0.4563650436258088,-0.3339804500529907,-0.9849568881429377,0.5017915578173223,-0.6080270360536458,0.2576452480306099,-0.27138111618917166,0.9042361804578031,0.5156754915946334,1.38231987392548,0.7779999999999999,0.25675675675675674,0.7000000000000001,0.4183390156537263,0.4043998201828275,0.300794551645857,0.2943181818181818,3.852698540002913e-06,0.30468594547987,0.12837837837837837,0.706035,0.49,0.7000000000000001
1941,15659651,Ross,531,Germany,Female,31,7,117052.82,1,1,0,118508.09,1,1,1,SILVER,482,0,False,True,False,3,217,1.0124239431058293,16461,961,281961,49,26-35,Poor,1,0,1,Loyal,-1.2367376846041016,-0.7553720748175714,0.6871298574603482,0.6501706133306163,0.32026800985628984,-0.5511626196280912,0.17349625237262892,-0.6080229292496261,-1.1253475828931814,-0.704081372101026,-1.19857285709951,0.5156754915946334,-0.7877756916800193,0.362,0.1756756756756757,0.7000000000000001,0.4665353171879468,0.59253913748763,0.41203178206583435,0.24659090909090908,5.0618390000429255e-06,0.12424553956357365,0.07825552825552826,0.26576833333333333,0.49,0.0
1942,15645956,Jideofor,452,Spain,Male,44,3,88915.85,1,1,0,69697.74,0,0,3,GOLD,474,1,False,False,True,1,132,0.783853004239354,19888,1936,204304,9,36-45,Poor,1,0,0,Regular,-2.054132965772523,0.48422460429935044,-0.695981771888179,0.19921633305637068,-0.5284952037590961,-0.5865743966497113,-0.49091091340829823,-0.6080268110622785,-0.6898103258103077,0.32994497474715534,-1.816750633559187,-0.8144134730549238,-0.7877756916800193,0.20399999999999996,0.35135135135135137,0.30000000000000004,0.35439030245307973,0.3484640783194795,0.40295119182746886,0.15,3.918941332219885e-06,0.18107050474232278,0.198034398034398,0.13634000000000002,0.09,0.0
1943,15651713,King,684,France,Male,45,6,148071.39,1,1,0,183575.01,0,0,3,DIAMOND,895,1,True,False,False,0,270,1.2397652931785594,30780,2025,467856,36,36-45,Good,1,0,0,Loyal,0.3463189991777775,0.5795781950006521,0.3413519501232164,1.14730861040302,1.4517167316797401,1.2769703691130474,0.5877736616242658,-0.6080190683190392,0.6944534046089108,0.4243330207671432,0.2812185043356683,0.08339657808352734,-0.7877756916800193,0.668,0.36486486486486486,0.6000000000000001,0.5901654731608361,0.9179048099093463,0.8808172531214529,0.3068181818181818,6.198588492722958e-06,0.36167672613915236,0.20896805896805895,0.5755933333333334,0.36,0.0
1944,15737265,Nwokeocha,728,Germany,Male,39,6,152182.83,1,0,0,161203.6,0,0,4,DIAMOND,256,1,False,True,False,0,234,1.0592689118154013,28392,1521,529984,36,36-45,Good,1,0,0,Loyal,0.8015771304614552,0.0074566507928420294,0.3413519501232164,1.213203106721946,1.062700266018105,-1.5515453204888596,0.30637768552881434,-0.6080221336830806,0.39096260510091474,-0.11017906006514748,0.7757798303704985,0.08339657808352734,-0.7877756916800193,0.7559999999999999,0.2837837837837838,0.6000000000000001,0.606552365544114,0.8060370765408096,0.15550510783200908,0.2659090909090909,5.296072650886391e-06,0.32207998938780924,0.14705159705159704,0.6791400000000001,0.36,0.0
1945,15687310,Humphries,783,Spain,Male,39,9,0.0,2,1,0,143752.77,0,0,4,DIAMOND,301,1,False,False,True,0,351,143752.77,30537,1521,613089,81,36-45,Excellent,0,0,0,Loyal,1.3706497945660523,0.0074566507928420294,1.378685672134612,-1.2258476714090278,0.759247769753362,-1.3523540747422464,1.2209146078390318,1.8333083884822545,0.6635705468700318,-0.11017906006514748,1.4373256551214089,1.5797466633142794,-0.7877756916800193,0.866,0.2837837837837838,0.9,0.0,0.7187745929736289,0.206583427922815,0.39886363636363636,0.7187908764044911,0.35764740996219413,0.14705159705159704,0.8176483333333333,0.81,0.0
1946,15607347,Olisaemeka,734,France,Male,22,5,130056.23,1,0,0,121894.31,1,1,4,SILVER,830,1,True,False,False,3,110,0.937235938363442,16148,484,538756,25,18-25,Good,1,0,0,Regular,0.8636577847274112,-1.6135543911292867,-0.004425957213915414,0.8585776805329811,0.3791509920354525,0.989249680812384,-0.6628751210221853,-0.6080242061650099,-1.1651267371000502,-1.2099588771744438,0.845608119579511,-0.28237788719510093,-0.7877756916800193,0.7679999999999999,0.05405405405405406,0.5,0.5183627743041009,0.6094718545621106,0.8070374574347332,0.125,4.685884840277491e-06,0.11905551502288253,0.019656019656019652,0.6937599999999999,0.25,0.0
1947,15698321,Yobanna,648,Germany,Male,34,3,95039.73,2,1,1,147055.87,0,0,3,DIAMOND,681,1,False,True,False,0,102,1.547293144739103,22032,1156,419904,9,26-35,Fair,1,3,0,Regular,-0.026164926417958756,-0.4693113027136664,-0.695981771888179,0.2973644242646935,0.8166853781887243,0.32970533378470923,-0.7254075601545078,-0.6080138455837645,-0.4173294739907332,-0.4972761027313897,-0.10049674009554113,-0.8144134730549238,0.1422652650080519,0.596,0.21621621621621623,0.30000000000000004,0.37879814071123463,0.7352916703545188,0.637911464245176,0.1159090909090909,7.736285568660053e-06,0.21662134376865427,0.1022113022113022,0.49567333333333335,0.09,0.30000000000000004
1948,15657812,Ch'iu,688,France,Male,52,1,0.0,2,1,1,172033.57,0,0,1,DIAMOND,635,1,True,False,False,0,52,172033.57,35776,2704,473344,1,46-55,Good,0,1,0,New,0.3877061020217482,1.247053329909764,-1.3875375865624426,-1.2258476714090278,1.251022622660871,0.12608761591039352,-1.1162353047315239,2.3136002742630755,1.3293947925242997,1.144439574110646,0.3249049670783793,-1.0804312659848354,-0.4777620394506622,0.676,0.4594594594594595,0.1,0.0,0.860192098345392,0.5856980703745743,0.05909090909090909,0.8602001934614224,0.4445181402135704,0.29238329238329236,0.58474,0.01,0.1
1949,15569187,Fleming,680,Spain,Male,35,9,0.0,2,0,0,143774.06,0,0,5,PLATINUM,590,1,False,False,True,2,315,143774.06,23800,1225,462400,81,26-35,Good,0,0,0,Loyal,0.3049318963338068,-0.3739577120123647,1.378685672134612,-1.2258476714090278,0.7596179815797037,-0.07310362983621962,0.9395186317435802,1.8336699558441494,-0.19263444319921852,-0.42409885356982613,0.2377867731541393,1.5797466633142794,-0.7877756916800193,0.66,0.22972972972972977,0.9,0.0,0.7188810531405748,0.5346197502837684,0.3579545454545454,0.7188973304072118,0.2459375207269351,0.11068796068796069,0.5665,0.81,0.0
1950,15681562,Trevisan,516,France,Female,43,2,112773.73,2,1,1,139366.58,0,0,3,SILVER,239,0,True,False,False,3,86,1.2357961752601845,22188,1849,266256,4,36-45,Poor,1,2,0,New,-1.3919393202689916,0.38887101359804876,-1.0417596792253108,0.5815891722167108,0.6829763084766518,-1.6267953466598024,-0.850472438419153,-0.6080191357264367,-0.39750344186207015,0.23767800841300993,-1.3235903311108579,-0.9806745936361185,-0.16774838722130514,0.33199999999999996,0.3378378378378379,0.2,0.4494802252181354,0.696841548367869,0.13620885357548237,0.09772727272727272,6.178742156899508e-06,0.21920806526497316,0.18734643734643733,0.23959333333333332,0.04,0.2
1951,15615456,Aleksandrova,680,France,Female,37,10,123806.28,1,1,0,81776.84,1,1,4,GOLD,997,0,True,False,False,1,370,0.6605172167581744,25160,1369,462400,100,36-45,Good,1,0,0,Loyal,0.3049318963338068,-0.18325053060976135,1.7244635794717436,0.7584090517147388,-0.31845172458753507,1.7284705261387039,1.3694291507782979,-0.6080289056698552,-0.019792111821130276,-0.27138111618917166,0.2377867731541393,2.2115389215228194,-0.7877756916800193,0.66,0.25675675675675674,1.0,0.4934524611167826,0.40886534664060414,0.9965947786606129,0.4204545454545454,3.3022392065235676e-06,0.2684884260794588,0.12837837837837837,0.5665,1.0,0.0
1952,15589793,Onwuamaeze,604,France,Male,53,8,144453.75,1,1,0,190998.96,1,1,3,DIAMOND,985,1,True,False,False,0,424,1.3222061579837283,32012,2809,364816,64,46-55,Fair,1,0,0,Loyal,-0.4814230577016364,1.3424069206110656,1.03290776479748,1.0893283004232557,1.580811803928145,1.6753528606062738,1.791523114921475,-0.6080176682285741,0.851028222445532,1.2557962576173731,-0.539017122670334,1.0144588533382175,-0.7877756916800193,0.5079999999999999,0.47297297297297297,0.8,0.5757467105468999,0.955028105184045,0.9829738933030647,0.4818181818181818,6.6108083164083465e-06,0.38210519334085036,0.30528255528255527,0.40386000000000005,0.64,0.0
1953,15781884,Knox,624,Germany,Male,27,9,94667.29,2,0,1,4470.52,0,0,1,PLATINUM,958,1,False,True,False,2,243,0.047222993042337624,16848,729,389376,81,26-35,Fair,1,9,0,Loyal,-0.27448754348178295,-1.1367864376227783,1.378685672134612,0.29139528785287155,-1.6627313824055876,1.555838113158306,0.37672667955267725,-0.6080393212252584,-1.076163772420152,-0.9501266156587471,-0.34351064946315796,1.5797466633142794,2.0023471783841944,0.5479999999999999,0.12162162162162166,0.9,0.3773137133088578,0.022296829347202656,0.9523269012485811,0.2761363636363636,2.3565278285035962e-07,0.1306625986602109,0.049754299754299756,0.4447933333333333,0.81,0.9
1954,15675190,Chia,623,France,Male,21,10,0.0,2,0,1,135851.3,0,0,2,PLATINUM,285,1,True,False,False,2,210,135851.3,13083,441,388129,100,18-25,Fair,0,10,0,Loyal,-0.2848343191927756,-1.7089079818305883,1.7244635794717436,-1.2258476714090278,0.6218491018584265,-1.4231776287854867,0.11878036813184668,1.6991179862750827,-1.5546574324484623,-1.255562090420056,-0.35343721998796856,2.2115389215228194,2.3123608306135512,0.5459999999999999,0.040540540540540515,1.0,0.0,0.6792634696613525,0.18842224744608402,0.23863636363636362,0.6792820408536641,0.06823307023943756,0.014373464373464373,0.442715,1.0,1.0
1955,15600734,Townsend,624,Spain,Male,51,5,174397.21,2,1,1,172372.63,0,0,2,PLATINUM,955,1,False,False,True,2,255,0.9883853165694764,31824,2601,389376,25,46-55,Fair,1,5,0,Regular,-0.27448754348178295,1.1516997392084622,-0.004425957213915414,1.5692353925238145,1.2569185372611233,1.5425586967751983,0.47052533825116105,-0.608023337496821,0.8271353119315021,1.035203970289761,-0.34351064946315796,-0.28237788719510093,0.762292569466766,0.5479999999999999,0.445945945945946,0.5,0.6950918199496856,0.861887560262005,0.9489216799091942,0.28977272727272724,4.9416413478728204e-06,0.378987862306825,0.2797297297297297,0.4447933333333333,0.25,0.5
1956,15779176,Dike,565,Germany,Female,58,3,108888.24,3,0,1,135875.51,1,1,3,PLATINUM,936,0,False,True,False,2,174,1.2478322927040357,32770,3364,319225,9,56+,Fair,1,3,0,Regular,-0.8849473104303507,1.8191748741175742,-0.695981771888179,0.5193160011374235,0.6222700895670097,1.4584557263488505,-0.16261560796360483,-0.6080189313174544,0.9473624041989076,1.8443958704386456,-0.9019379541030847,-0.8144134730549238,0.1422652650080519,0.43000000000000005,0.5405405405405406,0.30000000000000004,0.43399389768172414,0.6793845312227318,0.927355278093076,0.19772727272727272,6.238925007022278e-06,0.39467400676527165,0.37346437346437344,0.32787499999999997,0.09,0.30000000000000004
1957,15605286,Moyes,565,France,Male,55,4,118803.35,2,1,1,128124.7,1,1,2,GOLD,535,1,True,False,False,1,220,1.0784512519954024,31075,3025,319225,16,46-55,Fair,1,4,1,Regular,-0.8849473104303507,1.533114102013669,-0.35020386455104724,0.6782265481469265,0.48749124852771625,-0.31655959685985796,0.19694591704724987,-0.6080218079100352,0.7319449397240109,1.4848728636883548,-0.9019379541030847,-0.5816479042412513,0.452278917237409,0.43000000000000005,0.5,0.4,0.47351237309140143,0.6406267798574763,0.47219069239500566,0.25,5.391987958247134e-06,0.36656828281488363,0.3318181818181818,0.32787499999999997,0.16,0.4
1958,15674922,Beavers,710,France,Male,54,6,171137.62,1,1,1,167023.95,1,1,4,GOLD,451,1,True,False,False,1,324,0.9759570925604052,38340,2916,504100,36,46-55,Good,1,6,0,Loyal,0.615335167663587,1.4377605113123673,0.3413519501232164,1.5169935888598405,1.1639103366356343,-0.6883832555868692,1.009867625767443,-0.608023548564936,1.6552534231518132,1.3692740208099428,0.5697338388194177,0.08339657808352734,1.072306221696123,0.7199999999999999,0.48648648648648657,0.6000000000000001,0.682100130774212,0.8351416060233753,0.376844494892168,0.36818181818181817,4.879497891204222e-06,0.4870332294222989,0.31842751842751843,0.6359999999999999,0.36,0.6000000000000001
1959,15737506,Tretiakova,645,France,Male,42,6,0.0,1,0,0,149807.01,0,0,1,GOLD,750,1,True,False,False,1,252,149807.01,27090,1764,416025,36,36-45,Fair,0,0,0,Loyal,-0.05720525355093678,0.2935174228967471,0.3413519501232164,-1.2258476714090278,0.8645249537604185,0.6351319105961827,0.4470756735765401,1.9361273450382814,0.22549149079630376,0.14753212176470695,-0.13137498152757027,0.08339657808352734,-0.7877756916800193,0.59,0.3243243243243243,0.6000000000000001,0.0,0.7490486841493362,0.7162315550510783,0.2863636363636364,0.7490632146586691,0.30049081382237847,0.1769041769041769,0.4892083333333333,0.36,0.0
1960,15780514,Fuller,707,France,Male,33,8,136678.52,1,1,0,54290.62,0,0,4,SILVER,842,1,True,False,False,3,264,0.3972110818065501,23331,1089,499849,64,26-35,Good,1,0,0,Loyal,0.584294840530609,-0.5646648934149681,1.03290776479748,0.9647138430521626,-0.7964096252651472,1.042367346344814,0.5408743322750239,-0.6080333773891875,-0.25223962953475043,-0.5683322722071109,0.535894342988648,1.0144588533382175,-0.7877756916800193,0.7139999999999999,0.2027027027027027,0.8,0.5447571163255966,0.2714211207170285,0.8206583427922816,0.3,1.9856590277305575e-06,0.23816077468992508,0.09398034398034397,0.6289149999999999,0.64,0.0
1961,15623647,Dellucci,655,Spain,Female,36,1,135515.76,1,1,0,86013.96,0,0,4,DIAMOND,779,0,False,False,True,0,36,0.6347108652833789,23580,1296,429025,1,36-45,Good,1,0,0,New,0.04626250355898996,-0.27860412131106305,-1.3875375865624426,0.9460781619915625,-0.24477244165524648,0.7634996022995557,-1.241300182996169,-0.6080293439382639,-0.22059423209861515,-0.34880052472242007,-0.027890284797387536,-1.0804312659848354,-0.7877756916800193,0.61,0.24324324324324326,0.1,0.5401227247285941,0.4300529700586406,0.7491486946651532,0.04090909090909091,3.173202597312302e-06,0.2422895801552033,0.1194103194103194,0.510875,0.01,0.0
1962,15668472,Ritchie,705,Spain,Female,24,5,177799.83,2,0,0,79886.06,0,0,2,GOLD,443,0,False,False,True,1,120,0.44930082722336,16920,576,497025,25,18-25,Good,1,0,0,Regular,0.5636012891086236,-1.4228472097266833,-0.004425957213915414,1.6237695535634271,-0.35133049945884204,-0.7237950326084893,-0.5847095721067821,-0.6080324927507735,-1.0670132960530767,-1.1123892116256924,0.5134142827143375,-0.28237788719510093,-0.7877756916800193,0.7099999999999999,0.08108108108108109,0.5,0.7086535812209651,0.39941054370692397,0.3677639046538025,0.13636363636363635,2.246117548177663e-06,0.13185647012005042,0.03095823095823095,0.6242083333333333,0.25,0.0
1963,15692416,Aikenhead,358,Spain,Female,52,8,143542.36,3,1,0,141959.11,1,1,4,SILVER,976,0,False,False,True,3,416,0.9889632651764596,18616,2704,128164,64,46-55,Poor,1,0,0,Loyal,-3.026729882605834,1.247053329909764,1.03290776479748,1.0747213537086966,0.7280578146366014,1.635514611456951,1.7289906757891524,-0.608023327681539,-0.8514687416286372,1.144439574110646,-2.4228525419465803,1.0144588533382175,-0.7877756916800193,0.015999999999999903,0.4594594594594595,0.8,0.5721141998330876,0.7098054364191779,0.9727582292849035,0.4727272727272727,4.944531199567522e-06,0.15997877561849178,0.29238329238329236,0.009440000000000004,0.64,0.0
1964,15771139,Douglas,578,Germany,Male,34,8,147487.23,2,1,0,66680.77,0,0,3,SILVER,908,1,False,True,False,3,272,0.4521090937222584,19652,1156,334084,64,26-35,Fair,1,0,0,Loyal,-0.750439226187446,-0.4693113027136664,1.03290776479748,1.1379462145101784,-0.5809572974048334,1.33451450677318,0.6034067714073464,-0.6080324450580771,-0.7198035539023877,-0.4972761027313897,-0.7836549457404859,1.0144588533382175,-0.7877756916800193,0.45599999999999985,0.21621621621621623,0.8,0.5878371971663875,0.3333777875787138,0.8955732122587967,0.3090909090909091,2.260159408652723e-06,0.17715725940173777,0.1022113022113022,0.35264,0.64,0.0
1965,15738318,Kung,800,France,Female,40,5,97764.41,1,1,0,98640.15,1,1,3,PLATINUM,889,0,True,False,False,2,200,1.0089473362818198,32000,1600,640000,25,36-45,Excellent,1,0,0,Regular,1.5465449816529278,0.10281024149414371,-0.004425957213915414,0.34103316714559484,-0.025215614053755376,1.2504115363468322,0.040614819216443485,-0.608022988292724,0.8495031430510194,-0.02639641247437176,1.6515469377141743,-0.28237788719510093,-0.7877756916800193,0.9,0.2972972972972973,0.5,0.38965784873053444,0.4931899496401906,0.8740068104426788,0.22727272727272727,5.0444553122880296e-06,0.3819062147642104,0.15675675675675674,0.8625,0.25,0.0
